,sehir,ilce,akp,mhp,bbp,yrefah,chp,iyip,ysp,tip,zafer,memleket,rte,kk,so,mi,akp_2018,mhp_2018,chp_2018,iyip_2018,sp_2018,hdp_2018,vp_2018,hudapar_2018,rte_2018,mi_2018,ma_2018,sd_2018,tk_2018,dp_2018,secmen_sayisi_2023,gecerli_oy_sayisi_2023,katilim_orani_2023,secmen_sayisi_2018,gecerli_oy_sayisi_2018,katilim_orani_2018
334,elazig,PALU,58.64,13.24,0.41,6.12,6.44,1.48,3.68,0.0,0.48,0.24,86.7,11.1,2.1,0.2,67.85,12.96,2.17,1.98,2.29,5.2,0.14,7.42,87.9,3.4,1.7,4.8,2.2,0.1,13354.0,10900.0,84.3,13082.0,10936.0,86.0
335,elazig,SİVRİCE,48.85,16.7,0.5,2.8,17.3,2.06,2.16,0.0,0.72,0.1,75.6,21.1,3.0,0.2,63.48,16.15,11.11,4.7,1.4,2.65,0.21,0.28,79.2,12.7,4.9,1.6,1.4,0.2,5962.0,5055.0,87.0,6270.0,5280.0,86.2
336,erzincan,ÇAYIRLI,35.84,18.17,0.31,1.64,41.09,0.0,1.12,0.14,0.65,0.07,56.0,41.9,2.1,0.1,47.78,10.98,33.97,2.03,0.88,4.28,0.02,0.07,57.7,37.4,2.5,1.5,0.8,0.1,6279.0,5535.0,89.1,6890.0,6121.0,90.3
337,erzincan,İLİÇ,40.39,21.99,0.28,3.28,30.72,0.0,1.04,0.25,0.74,0.26,68.5,27.2,4.1,0.3,56.0,15.45,21.92,3.57,1.34,1.49,0.11,0.13,70.9,23.6,3.7,0.7,1.0,0.1,6826.0,6042.0,89.9,6332.0,5561.0,89.7
338,erzincan,KEMAH,41.0,16.0,0.97,1.58,37.26,0.0,0.68,0.11,0.72,0.25,58.9,36.7,4.2,0.2,53.01,8.57,29.25,3.09,1.21,4.57,0.13,0.17,60.3,34.0,3.4,1.1,1.2,0.1,5407.0,4771.0,89.6,5934.0,5285.0,91.2
339,erzincan,KEMALİYE,47.7,18.23,0.7,1.67,27.6,0.0,0.5,0.43,0.9,0.33,67.3,27.2,5.2,0.3,61.68,10.8,18.07,5.13,1.54,1.72,0.97,0.09,69.8,21.1,6.5,0.4,1.1,1.0,3697.0,3019.0,83.2,4010.0,3296.0,84.0
340,erzincan,MERKEZ,38.79,18.46,0.34,1.32,37.32,0.0,1.15,0.25,1.1,0.32,58.0,36.6,5.2,0.2,42.88,19.35,25.31,4.78,1.25,6.26,0.08,0.09,59.2,32.0,6.1,1.4,1.1,0.1,115340.0,104331.0,91.9,106890.0,94687.0,90.8
341,erzincan,OTLUKBELİ,42.32,35.18,1.2,1.74,18.22,0.0,0.07,0.27,0.07,0.27,80.6,16.9,2.3,0.1,50.37,32.52,12.71,1.59,1.77,0.86,0.0,0.18,80.3,14.5,3.5,0.3,1.4,0.0,1760.0,1506.0,86.5,1891.0,1610.0,88.7
342,erzincan,REFAHİYE,41.66,22.26,0.51,1.84,30.73,0.0,0.24,0.12,0.94,0.29,65.8,29.8,4.2,0.2,58.44,11.15,24.69,3.52,0.66,1.28,0.14,0.11,67.4,26.9,4.9,0.3,0.4,0.1,8970.0,7543.0,85.5,8850.0,7849.0,90.2
343,erzincan,TERCAN,28.59,29.37,0.17,1.3,37.06,0.0,1.4,0.36,0.68,0.19,57.2,38.7,4.0,0.1,41.61,18.53,30.82,2.74,0.46,5.72,0.06,0.06,57.1,36.5,4.3,1.7,0.4,0.1,11363.0,9817.0,87.6,12011.0,10363.0,88.1
344,erzincan,ÜZÜMLÜ,37.34,24.19,0.27,1.34,34.64,0.0,0.36,0.2,0.55,0.09,61.6,34.0,4.3,0.1,30.87,37.6,25.14,2.44,0.35,3.42,0.05,0.13,62.7,30.1,6.0,0.5,0.7,0.1,10371.0,8882.0,86.9,9360.0,8242.0,90.3
345,erzurum,AŞKALE,45.25,22.31,5.98,5.54,5.6,10.33,1.11,0.0,1.47,0.29,79.2,15.2,5.4,0.2,58.35,25.04,4.81,8.28,1.56,1.66,0.14,0.17,81.2,9.3,7.3,0.7,1.4,0.1,15225.0,13377.0,89.4,16052.0,14180.0,90.4
346,erzurum,AZİZİYE,46.18,19.7,2.09,5.77,5.19,10.03,1.99,0.0,2.65,0.53,76.3,16.2,7.3,0.2,61.09,23.23,2.76,9.09,1.8,1.84,0.09,0.1,82.6,7.8,7.0,1.1,1.3,0.1,43435.0,39060.0,91.1,38269.0,34034.0,90.6
347,erzurum,ÇAT,43.45,14.02,1.49,4.43,9.29,5.03,15.63,0.0,0.96,0.36,66.9,30.5,2.2,0.3,55.55,13.12,9.22,3.59,1.08,17.04,0.17,0.22,68.7,17.5,3.6,9.2,0.9,0.1,10798.0,8500.0,80.8,11120.0,9388.0,86.7
348,erzurum,HINIS,30.26,3.56,0.44,3.48,10.83,4.15,43.1,0.0,0.69,0.51,41.5,55.8,2.1,0.5,32.9,3.75,7.24,2.17,1.08,52.1,0.27,0.49,38.9,21.1,1.9,36.9,0.9,0.3,16312.0,12140.0,77.5,16513.0,12839.0,81.8
349,erzurum,HORASAN,57.72,13.12,1.41,2.95,7.25,5.19,9.32,0.0,1.24,0.38,79.5,16.9,3.2,0.4,65.29,17.56,1.61,4.23,0.94,10.06,0.14,0.17,81.9,5.1,4.6,7.6,0.8,0.1,23966.0,18591.0,79.5,23803.0,19770.0,84.9
350,erzurum,İSPİR,56.81,18.44,2.46,4.62,5.67,7.94,0.26,0.0,1.96,0.48,81.7,13.4,4.6,0.4,71.9,14.66,4.02,6.54,2.07,0.32,0.21,0.27,85.7,7.3,5.3,0.2,1.4,0.2,11856.0,9876.0,85.3,12918.0,11200.0,89.2
351,erzurum,KARAÇOBAN,17.76,4.03,0.25,1.67,6.46,2.59,63.56,0.0,0.64,0.49,25.6,72.1,1.8,0.5,19.16,3.55,1.62,1.13,0.48,73.43,0.3,0.32,23.7,4.2,1.2,70.4,0.4,0.1,13556.0,9174.0,70.6,12845.0,9539.0,77.7
352,erzurum,KARAYAZI,19.19,1.81,0.34,1.17,4.5,1.94,67.96,0.0,0.73,0.41,25.6,72.3,1.7,0.3,21.27,1.53,1.16,0.64,0.46,74.32,0.28,0.34,24.2,3.2,0.7,71.5,0.4,0.1,16450.0,11850.0,74.9,16250.0,13151.0,83.6
353,erzurum,KÖPRÜKÖY,51.48,14.2,0.76,5.2,3.92,6.73,14.34,0.0,0.92,0.41,76.8,19.9,3.0,0.4,62.99,15.3,1.52,4.4,0.72,14.51,0.23,0.34,77.7,5.2,4.7,11.8,0.7,0.1,9201.0,7140.0,79.9,9463.0,8209.0,89.1
354,erzurum,NARMAN,52.09,21.09,3.74,3.72,5.13,10.55,0.4,0.0,1.74,0.22,79.1,15.1,5.6,0.3,63.5,21.29,3.62,9.28,1.43,0.38,0.31,0.2,81.7,8.1,8.4,0.3,1.3,0.2,8865.0,7443.0,85.7,9463.0,8098.0,88.1
355,erzurum,OLTU,39.57,34.03,0.94,6.23,6.14,7.99,1.3,0.0,2.0,0.48,77.8,15.8,6.1,0.3,62.48,21.25,4.45,6.88,2.66,1.82,0.24,0.21,81.8,9.1,5.9,0.9,2.1,0.2,22557.0,19217.0,87.1,22395.0,19229.0,88.0
356,erzurum,OLUR,48.61,26.09,1.15,3.04,5.95,11.64,0.25,0.0,1.41,0.35,77.1,17.2,5.0,0.6,65.64,16.4,4.88,10.87,1.32,0.28,0.32,0.28,79.8,9.6,9.5,0.2,0.8,0.1,5397.0,4354.0,83.0,5626.0,4590.0,84.5
357,erzurum,PALANDÖKEN,42.07,16.47,1.71,5.36,6.79,12.2,6.98,0.0,3.54,0.6,67.0,24.0,8.8,0.3,52.74,22.01,3.92,11.63,2.22,7.18,0.09,0.21,72.8,11.1,8.7,5.5,1.7,0.1,122640.0,107149.0,88.9,113170.0,96362.0,87.2
358,erzurum,PASİNLER,45.73,22.4,2.63,5.95,4.1,10.33,4.14,0.0,1.79,0.36,77.9,16.2,5.6,0.2,57.7,21.68,2.71,11.47,2.0,4.08,0.16,0.2,77.2,7.8,10.7,2.8,1.4,0.1,18009.0,15792.0,89.1,18403.0,16251.0,90.6
359,erzurum,PAZARYOLU,62.85,14.25,1.48,8.68,3.23,6.93,0.19,0.0,0.93,0.31,86.8,8.6,4.2,0.3,78.3,13.31,2.01,4.57,1.49,0.16,0.1,0.06,90.6,3.8,4.0,0.1,1.3,0.2,3072.0,2554.0,84.5,3422.0,3067.0,91.0
360,erzurum,ŞENKAYA,37.72,14.79,1.03,2.06,17.54,15.67,7.37,0.0,1.06,0.25,56.3,40.1,3.3,0.4,47.99,12.26,19.82,5.58,1.12,12.59,0.36,0.28,59.1,32.6,4.3,2.9,0.8,0.1,12764.0,10067.0,81.0,13512.0,10644.0,81.4
361,erzurum,TEKMAN,21.59,1.73,0.21,1.86,4.86,2.51,63.86,0.0,0.6,0.37,27.1,70.7,1.7,0.5,23.2,1.44,2.44,0.96,0.89,69.96,0.63,0.49,26.5,6.4,0.9,65.1,0.9,0.1,14667.0,10336.0,73.9,15055.0,11735.0,81.9
362,erzurum,TORTUM,55.74,20.66,3.76,5.7,2.93,7.71,0.12,0.0,1.42,0.25,84.5,9.4,5.9,0.2,72.67,17.51,2.08,5.85,1.51,0.09,0.14,0.15,88.3,4.8,5.4,0.1,1.4,0.1,12293.0,10578.0,87.7,11952.0,10643.0,90.5
363,erzurum,UZUNDERE,53.8,18.44,1.98,7.32,4.42,10.37,0.11,0.0,1.75,0.32,79.5,13.9,6.0,0.6,67.99,18.46,2.53,8.21,2.09,0.24,0.29,0.19,84.3,6.0,7.6,0.2,1.7,0.2,6234.0,5328.0,87.9,6645.0,5757.0,89.2
364,erzurum,YAKUTİYE,44.75,17.25,1.65,5.85,6.48,10.97,2.72,0.0,2.98,0.59,72.5,19.0,8.3,0.2,58.23,22.63,3.77,9.98,2.15,3.06,0.09,0.1,78.8,9.9,7.5,1.9,1.7,0.1,122984.0,108550.0,89.7,116710.0,101618.0,89.0
365,eskisehir,ALPU,47.46,12.22,1.21,1.31,21.93,11.21,0.32,0.45,1.94,0.68,62.5,31.8,5.0,0.6,51.91,12.54,22.55,10.47,0.65,1.11,0.55,0.19,62.9,26.1,9.7,0.4,0.6,0.4,8363.0,7246.0,89.0,8864.0,7505.0,87.4
366,eskisehir,BEYLİKOVA,37.3,9.46,0.95,1.24,31.07,13.53,1.07,1.0,2.4,0.86,48.0,44.5,6.3,1.2,42.07,9.94,29.55,15.51,0.67,1.48,0.49,0.25,49.8,34.2,14.2,0.9,0.6,0.3,4882.0,4223.0,89.6,5095.0,4309.0,88.1
367,eskisehir,ÇİFTELER,37.29,16.72,0.85,1.89,24.0,11.51,3.02,0.47,2.37,0.8,56.1,36.8,6.4,0.7,38.13,23.15,21.38,12.38,0.99,3.3,0.4,0.25,56.4,26.6,13.0,2.8,0.7,0.4,11442.0,9659.0,87.0,11484.0,9543.0,86.1
368,eskisehir,GÜNYÜZÜ,44.83,6.6,21.77,1.54,14.61,6.7,0.54,0.18,1.54,0.56,70.8,23.3,5.4,0.5,63.52,9.87,14.98,9.61,0.93,0.44,0.26,0.35,71.9,18.9,7.9,0.4,0.7,0.3,4446.0,3883.0,90.1,4925.0,4332.0,90.3
369,eskisehir,HAN,33.31,9.27,1.23,1.17,36.16,14.19,0.13,1.3,1.56,0.32,46.4,48.6,4.0,1.0,39.82,9.9,37.8,9.69,0.91,0.91,0.56,0.42,47.9,40.2,10.6,0.3,0.5,0.5,1837.0,1538.0,87.8,1739.0,1439.0,87.2
370,eskisehir,İNÖNÜ,47.86,9.63,0.77,2.36,23.29,10.71,0.84,0.44,1.93,1.4,60.9,32.9,5.5,0.7,52.8,10.5,24.06,9.8,1.33,1.17,0.16,0.16,62.2,27.2,8.6,1.0,0.8,0.2,5230.0,4803.0,93.8,5352.0,4898.0,93.7
371,eskisehir,MAHMUDİYE,36.26,8.19,0.64,1.05,28.37,12.19,8.31,0.74,2.07,0.93,46.7,47.7,5.1,0.4,38.91,8.26,28.63,13.44,0.95,9.19,0.25,0.31,45.7,33.4,12.5,7.5,0.6,0.4,5861.0,5092.0,89.7,5764.0,4851.0,87.3
372,eskisehir,MİHALGAZİ,54.35,6.28,0.82,1.12,21.99,11.49,0.99,0.22,1.46,0.43,62.7,32.8,4.1,0.4,58.77,8.04,17.12,11.27,3.87,0.42,0.25,0.25,65.5,20.4,10.3,0.4,3.2,0.2,2586.0,2318.0,93.1,2642.0,2373.0,92.7
373,eskisehir,MİHALIÇÇIK,41.79,12.98,1.53,1.46,22.57,13.54,0.79,0.6,1.96,0.95,57.9,35.4,5.8,0.8,43.43,14.85,23.96,14.44,1.4,0.89,0.52,0.51,55.8,26.8,15.1,0.9,1.2,0.2,6804.0,5702.0,86.0,7000.0,5712.0,85.0
374,eskisehir,ODUNPAZARI,31.21,6.74,1.1,1.41,36.84,14.09,1.78,1.62,3.0,1.25,39.7,52.6,7.2,0.4,36.2,9.65,35.24,13.4,1.12,4.03,0.22,0.1,44.0,44.2,9.2,1.6,0.8,0.2,315994.0,283246.0,90.9,296082.0,260625.0,89.5
375,eskisehir,SARICAKAYA,54.48,8.87,1.54,1.31,17.92,10.33,1.89,0.52,1.45,0.76,66.6,28.5,4.3,0.6,61.23,9.26,16.55,10.0,1.25,1.0,0.37,0.28,69.8,19.6,8.9,0.8,0.7,0.2,3894.0,3468.0,91.5,4060.0,3522.0,89.3
376,eskisehir,SEYİTGAZİ,40.13,9.54,1.08,1.05,32.15,12.3,0.43,0.38,1.39,0.72,52.2,43.4,3.9,0.6,46.14,8.25,32.51,10.26,0.5,1.79,0.32,0.22,53.3,36.5,9.1,0.6,0.4,0.2,10739.0,9755.0,93.4,10793.0,9679.0,92.6
377,eskisehir,SİVRİHİSAR,36.79,17.16,2.37,1.89,20.77,12.21,3.23,0.58,2.02,0.87,54.7,37.1,7.4,0.8,47.4,11.89,20.08,15.85,0.86,3.13,0.43,0.33,56.9,24.3,15.2,2.6,0.7,0.2,16220.0,13828.0,87.5,16303.0,13650.0,86.4
378,eskisehir,TEPEBAŞI,32.1,6.31,0.78,1.43,34.57,14.91,2.13,1.91,3.37,1.45,40.1,51.6,7.9,0.5,38.02,9.65,32.64,13.91,1.17,4.18,0.23,0.13,45.8,41.8,9.5,1.9,0.8,0.2,291231.0,261561.0,91.2,265431.0,231647.0,88.9
379,gaziantep,ARABAN,46.75,11.67,0.45,3.31,15.81,6.37,9.86,0.0,1.48,0.45,65.5,31.6,2.5,0.5,53.42,13.27,11.65,5.26,1.32,14.13,0.27,0.67,67.0,17.8,5.0,8.8,1.1,0.3,21986.0,18031.0,84.0,20271.0,16815.0,85.4
380,gaziantep,İSLAHİYE,43.46,10.55,0.71,2.71,19.55,7.1,10.59,0.0,2.6,0.79,58.7,36.2,4.6,0.5,53.07,8.99,14.86,8.59,1.15,12.67,0.27,0.39,61.9,22.2,7.8,6.9,0.9,0.3,44192.0,35535.0,82.5,43348.0,36370.0,86.4
381,gaziantep,KARKAMIŞ,36.37,15.83,0.19,2.47,28.0,11.03,2.0,0.0,2.57,0.5,56.1,39.1,4.5,0.2,49.25,10.19,19.72,16.89,1.14,2.03,0.12,0.67,57.9,25.2,14.8,1.0,0.9,0.2,7095.0,6399.0,91.6,6732.0,5980.0,90.8
382,gaziantep,NİZİP,46.92,9.92,0.5,4.31,18.8,5.9,7.72,0.0,2.35,0.46,63.7,31.2,4.6,0.5,56.12,11.13,12.22,7.76,1.61,9.65,0.16,1.34,67.8,17.7,6.3,6.8,1.1,0.2,95280.0,80036.0,86.0,87621.0,72343.0,84.6
383,gaziantep,NURDAĞI,51.43,16.57,2.91,2.93,12.11,5.07,4.25,0.0,2.45,0.42,74.1,21.4,4.1,0.4,56.06,21.65,10.79,5.37,0.62,5.2,0.13,0.18,76.1,13.7,6.4,3.2,0.5,0.2,26407.0,21081.0,81.4,25635.0,21693.0,86.4
384,gaziantep,OĞUZELİ,40.6,21.58,0.81,2.94,21.21,6.37,1.21,0.0,3.35,0.65,64.8,28.7,5.9,0.5,45.57,27.16,16.21,8.11,1.11,1.32,0.15,0.36,69.7,20.2,8.5,0.6,0.8,0.2,22746.0,20051.0,90.2,19461.0,17101.0,89.8
385,gaziantep,ŞAHİNBEY,44.98,9.65,0.7,3.97,21.06,5.36,8.06,0.0,3.91,0.84,59.0,34.8,5.8,0.4,50.89,13.79,15.79,6.67,1.07,11.01,0.21,0.57,63.8,23.1,5.2,7.0,0.8,0.2,602612.0,506496.0,85.6,549859.0,456565.0,84.9
386,gaziantep,ŞEHİTKAMİL,44.3,8.63,0.65,4.62,19.91,5.23,11.14,0.0,3.06,0.74,58.8,36.0,4.8,0.4,50.76,11.32,14.9,6.47,1.3,13.86,0.18,1.22,62.4,21.6,4.8,10.1,1.0,0.2,527314.0,444729.0,86.0,448736.0,378420.0,86.2
387,gaziantep,YAVUZELİ,49.92,6.02,0.43,6.32,23.01,6.14,5.02,0.0,1.12,0.39,63.9,33.7,2.0,0.3,59.05,8.66,15.43,5.45,2.64,7.95,0.1,0.72,68.8,22.0,5.0,2.4,1.6,0.2,14174.0,12246.0,88.9,12840.0,11325.0,90.1
388,giresun,ALUCRA,58.14,23.59,0.83,2.74,5.32,6.34,0.09,0.06,1.7,0.36,84.1,10.9,4.7,0.3,67.91,18.35,4.43,6.91,1.91,0.24,0.16,0.09,85.4,6.4,6.5,0.2,1.5,0.1,6766.0,5285.0,80.2,7393.0,5723.0,80.1
389,giresun,BULANCAK,45.57,11.96,0.63,4.26,25.81,7.59,0.19,0.35,1.5,0.87,62.8,31.7,5.0,0.5,54.18,11.35,21.39,9.98,1.67,1.03,0.22,0.18,65.7,26.8,5.7,0.2,1.3,0.2,54112.0,47819.0,90.3,50136.0,43466.0,89.0
390,giresun,ÇAMOLUK,66.35,14.93,2.31,3.5,6.69,3.79,0.07,0.15,0.71,0.39,87.6,10.2,1.8,0.4,79.15,8.6,5.16,3.89,2.41,0.16,0.33,0.31,88.0,6.9,3.0,0.1,1.9,0.1,5046.0,4110.0,83.5,5760.0,4832.0,86.0
391,giresun,ÇANAKÇI,54.89,15.83,0.51,1.98,11.47,11.45,0.19,0.24,0.82,0.48,75.0,20.8,3.3,0.9,54.28,25.5,10.48,7.58,0.88,0.38,0.36,0.55,76.4,14.8,7.0,0.5,1.0,0.3,4945.0,4146.0,87.6,4942.0,4180.0,88.3
392,giresun,DERELİ,57.69,19.02,0.54,2.01,9.76,7.34,0.1,0.14,1.07,0.52,79.4,15.9,4.0,0.7,71.21,8.29,6.64,12.34,0.6,0.18,0.34,0.4,81.5,11.0,6.6,0.2,0.4,0.3,15499.0,13407.0,89.5,16091.0,13492.0,87.5
393,giresun,DOĞANKENT,51.63,13.03,1.21,3.17,12.88,12.69,0.14,0.19,1.55,1.05,70.1,24.1,5.0,0.9,64.67,12.31,8.9,11.9,0.79,0.75,0.38,0.29,75.1,14.0,9.5,0.2,0.9,0.4,5036.0,4259.0,88.2,4886.0,4137.0,87.5
394,giresun,ESPİYE,42.33,15.86,0.55,3.26,16.44,16.26,0.51,0.3,1.73,1.13,62.5,30.8,6.1,0.6,54.71,10.5,17.92,13.82,1.12,1.15,0.34,0.43,64.4,24.3,9.8,0.3,0.8,0.3,27521.0,23389.0,87.6,25516.0,21007.0,85.4
395,giresun,EYNESİL,42.83,16.87,0.55,3.42,22.28,10.7,0.16,0.3,1.09,0.63,62.7,33.2,3.7,0.4,56.26,8.74,21.6,10.3,1.6,0.94,0.28,0.28,64.9,25.8,7.7,0.3,1.1,0.3,10471.0,8757.0,85.7,10339.0,8517.0,85.4
396,giresun,GÖRELE,43.92,13.72,0.53,1.66,19.19,17.38,0.33,0.41,1.0,0.51,58.5,36.2,4.6,0.7,51.1,10.49,21.2,14.41,1.1,1.02,0.36,0.32,60.5,28.2,10.0,0.3,0.7,0.2,25308.0,21039.0,85.5,24214.0,19749.0,84.7
397,giresun,GÜCE,58.3,14.65,0.93,2.52,12.66,7.96,0.07,0.13,0.93,0.44,77.2,19.5,2.8,0.4,67.47,10.67,11.42,8.47,0.9,0.5,0.36,0.21,78.5,16.0,4.5,0.1,0.8,0.2,6302.0,5492.0,89.6,6066.0,5322.0,90.1
398,giresun,KEŞAP,46.84,13.04,0.5,2.06,21.43,11.98,0.09,0.38,1.44,0.58,62.3,32.6,4.6,0.6,55.23,10.12,17.51,13.98,1.31,0.82,0.34,0.68,64.6,24.6,9.1,0.3,1.0,0.4,16537.0,14192.0,88.4,17023.0,13852.0,84.4
399,giresun,MERKEZ,32.96,16.32,0.39,1.64,25.95,17.14,0.3,0.8,1.92,0.92,48.8,43.6,7.1,0.5,43.75,9.59,21.55,21.68,1.28,1.64,0.27,0.24,53.5,35.1,9.7,0.3,1.1,0.2,106605.0,93486.0,89.4,98800.0,84360.0,87.4
400,giresun,PİRAZİZ,43.55,11.83,0.58,2.24,27.48,10.13,0.17,0.23,1.25,0.97,59.2,36.6,3.7,0.5,53.0,7.8,24.95,11.57,1.42,0.73,0.23,0.3,60.7,31.3,6.6,0.3,1.0,0.2,11383.0,9957.0,90.1,10578.0,9099.0,88.5
401,giresun,ŞEBİNKARAHİSAR,47.49,28.56,0.59,2.63,9.42,7.9,0.17,0.11,1.5,0.6,77.0,17.0,5.4,0.5,63.14,16.44,8.91,9.32,1.18,0.57,0.26,0.18,79.1,12.4,7.4,0.2,0.7,0.1,15448.0,13071.0,86.4,15985.0,13326.0,86.0
402,giresun,TİREBOLU,44.49,13.48,2.07,2.82,17.32,15.2,0.24,0.28,1.73,0.95,62.2,31.7,5.6,0.5,51.58,13.45,16.45,16.2,0.9,0.9,0.2,0.32,64.1,23.4,11.4,0.3,0.8,0.2,26165.0,22461.0,88.1,24540.0,20536.0,86.6
403,giresun,YAĞLIDERE,54.35,20.33,0.72,2.67,8.23,9.98,0.14,0.15,1.07,0.5,78.2,17.4,3.7,0.7,68.45,10.88,7.04,10.9,1.16,0.52,0.59,0.46,79.4,10.9,8.5,0.1,0.9,0.3,12331.0,10125.0,85.1,12036.0,9951.0,86.4
404,gumushane,KELKİT,66.2,17.33,0.48,1.62,0.0,11.74,0.4,0.22,0.71,0.29,80.5,15.2,4.1,0.2,64.68,19.14,5.54,7.43,1.82,0.85,0.16,0.38,83.1,9.9,5.2,0.3,1.5,0.1,26046.0,20291.0,79.3,26843.0,20844.0,79.4
405,gumushane,KÖSE,55.04,30.68,0.81,2.77,0.0,8.94,0.08,0.08,0.59,0.24,87.2,9.3,3.4,0.2,71.14,20.15,1.04,5.84,1.41,0.07,0.16,0.19,89.4,3.1,6.4,0.0,1.1,0.0,4647.0,3703.0,81.5,4959.0,4222.0,87.1
406,gumushane,KÜRTÜN,49.56,25.69,1.12,6.71,0.0,12.93,0.11,0.17,1.13,0.72,80.3,15.0,4.1,0.7,64.31,18.69,4.8,9.71,1.16,0.4,0.58,0.36,82.7,10.5,5.6,0.3,0.7,0.3,9271.0,7689.0,85.5,9551.0,7724.0,83.7
407,gumushane,MERKEZ,37.21,31.61,0.64,2.62,0.0,23.96,0.29,0.36,1.35,0.69,67.6,25.2,6.9,0.3,49.81,22.63,8.01,15.83,2.27,1.15,0.12,0.17,71.9,15.7,10.0,0.5,1.8,0.2,34199.0,29445.0,87.8,35848.0,28275.0,81.0
408,gumushane,ŞİRAN,41.04,27.42,1.66,2.42,0.0,24.31,0.42,0.26,0.95,0.4,73.5,21.4,4.7,0.3,54.16,19.38,11.09,11.37,2.68,0.82,0.25,0.25,72.7,15.2,9.2,0.3,2.4,0.2,14016.0,10288.0,75.2,14729.0,10385.0,73.6
409,gumushane,TORUL,39.84,32.06,1.16,2.65,0.0,19.58,0.17,0.23,1.72,0.48,73.6,20.0,5.9,0.5,50.9,24.84,8.68,12.45,1.83,0.4,0.47,0.43,73.0,15.0,10.4,0.2,1.2,0.1,8447.0,6881.0,84.5,8745.0,6945.0,82.9
410,hakkari,ÇUKURCA,21.34,8.14,0.39,1.44,9.81,0.0,54.8,0.0,0.0,2.49,26.7,64.5,8.4,0.5,16.86,11.35,4.32,2.7,0.45,63.97,0.2,0.16,26.8,6.8,2.4,63.5,0.3,0.1,11337.0,8831.0,79.4,10729.0,7625.0,72.6
411,hakkari,DERECİK,56.2,8.22,0.38,2.33,7.33,0.0,22.32,0.0,0.0,1.15,65.8,30.0,3.9,0.3,,,,,,,,,,,,,,,14882.0,11428.0,79.3,,,
412,hakkari,MERKEZ,15.03,2.36,0.31,3.29,8.19,0.0,68.25,0.0,0.0,0.62,21.0,76.2,2.5,0.3,15.55,3.75,3.69,1.32,0.68,74.48,0.19,0.33,19.6,5.7,1.2,72.9,0.5,0.1,52927.0,44651.0,86.6,48683.0,40909.0,86.4
413,hakkari,ŞEMDİNLİ,33.73,2.24,0.28,2.0,5.04,0.0,53.97,0.0,0.0,0.57,38.2,59.4,2.1,0.3,40.53,3.75,3.03,1.24,0.63,49.61,0.23,0.99,44.5,4.6,1.0,49.2,0.6,0.1,27262.0,21116.0,81.0,35925.0,27663.0,80.3
414,hakkari,YÜKSEKOVA,11.74,1.36,0.29,1.1,5.61,0.0,73.14,0.0,0.0,0.6,15.2,82.4,2.1,0.3,11.9,2.36,2.38,0.96,0.38,81.21,0.19,0.63,14.4,4.1,0.8,80.3,0.3,0.1,79950.0,64907.0,83.8,72921.0,59863.0,84.7
415,hatay,ALTINÖZÜ,62.14,19.34,0.82,2.03,8.28,4.31,0.23,0.96,0.73,0.53,84.4,13.1,2.0,0.4,60.04,23.76,10.44,3.41,0.7,1.36,0.14,0.16,82.2,13.6,3.1,0.4,0.5,0.1,38349.0,32527.0,86.1,35942.0,31098.0,88.5
416,hatay,ANTAKYA,39.03,12.29,0.57,2.21,27.06,7.0,1.31,7.67,1.45,0.4,53.9,42.6,3.3,0.2,45.18,12.59,27.36,6.05,1.12,7.51,0.09,0.1,56.3,37.9,4.4,0.7,0.7,0.1,213521.0,161800.0,76.8,236374.0,208811.0,89.8
417,hatay,ARSUZ,14.86,7.33,0.15,0.54,49.2,9.78,1.6,14.62,0.63,0.32,22.9,75.3,1.7,0.2,15.89,9.15,58.74,4.06,0.34,11.58,0.13,0.11,23.8,71.1,3.4,1.3,0.2,0.2,72376.0,62740.0,87.8,60827.0,54313.0,90.8
418,hatay,BELEN,41.6,21.03,0.84,1.91,16.51,11.55,0.68,2.41,1.95,0.59,64.1,29.5,6.0,0.4,43.63,24.9,15.22,12.59,1.37,1.94,0.21,0.13,63.9,23.2,11.1,0.5,1.0,0.2,23499.0,20136.0,87.1,23018.0,20548.0,91.1
419,hatay,DEFNE,5.96,2.01,0.1,0.41,50.48,6.97,2.86,28.2,0.56,0.18,8.4,90.4,1.1,0.1,5.32,1.8,63.02,1.94,0.24,27.44,0.14,0.11,6.6,90.5,1.1,1.5,0.1,0.1,109414.0,88738.0,82.0,104137.0,92975.0,90.5
420,hatay,DÖRTYOL,34.55,17.88,0.69,1.74,20.36,11.41,7.34,2.0,2.11,1.12,52.1,40.6,6.8,0.5,35.93,22.47,18.02,12.17,1.45,9.63,0.12,0.21,54.7,25.2,11.1,7.8,1.1,0.1,88633.0,76550.0,87.9,82689.0,71004.0,87.8
421,hatay,ERZİN,29.11,17.79,0.35,1.23,25.0,10.29,11.03,1.74,1.89,0.8,47.5,46.6,5.5,0.5,29.59,19.51,23.56,12.09,0.97,13.96,0.13,0.19,45.6,30.8,10.7,12.0,0.8,0.2,29642.0,25791.0,88.9,28605.0,24614.0,88.1
422,hatay,HASSA,48.49,22.38,0.8,2.46,13.15,8.51,0.51,0.75,1.75,0.45,72.8,21.6,5.1,0.5,59.34,15.73,8.35,12.99,1.9,1.16,0.26,0.28,73.7,12.4,12.0,0.4,1.3,0.2,37610.0,31165.0,84.9,36231.0,30998.0,88.1
