,sehir,ilce,akp,mhp,bbp,yrefah,chp,iyip,ysp,tip,zafer,memleket,rte,kk,so,mi,akp_2018,mhp_2018,chp_2018,iyip_2018,sp_2018,hdp_2018,vp_2018,hudapar_2018,rte_2018,mi_2018,ma_2018,sd_2018,tk_2018,dp_2018,secmen_sayisi_2023,gecerli_oy_sayisi_2023,katilim_orani_2023,secmen_sayisi_2018,gecerli_oy_sayisi_2018,katilim_orani_2018
491,izmir,KARABAĞLAR,28.25,4.73,0.8,0.97,38.61,11.31,9.8,0.0,2.47,1.16,35.0,59.9,4.7,0.4,31.75,6.33,37.84,10.04,0.95,12.6,0.28,0.15,36.9,49.0,5.4,7.9,0.6,0.2,372086.0,329293.0,89.8,361124.0,314472.0,88.6
492,izmir,KARABURUN,19.55,3.93,0.38,0.51,53.66,11.11,5.91,0.0,1.44,0.86,24.9,71.8,3.0,0.4,23.39,5.08,52.82,9.22,0.48,8.18,0.48,0.12,27.4,63.4,5.6,2.9,0.2,0.4,10610.0,9339.0,89.6,8613.0,7577.0,89.9
493,izmir,KONAK,23.1,3.2,0.29,0.71,46.0,11.64,10.24,0.0,1.71,1.0,28.2,68.3,3.2,0.4,26.07,4.08,45.06,9.37,0.68,14.1,0.38,0.18,29.4,56.4,4.7,8.9,0.4,0.3,266435.0,229211.0,87.4,278789.0,237689.0,86.8
494,izmir,MENDERES,30.42,6.07,0.4,0.82,39.05,11.93,5.6,0.0,2.41,1.36,38.2,56.3,4.9,0.6,33.18,6.53,40.91,10.79,0.82,7.19,0.28,0.21,38.1,50.5,6.4,4.2,0.5,0.3,82272.0,72373.0,89.6,69335.0,60703.0,89.6
495,izmir,NARLIDERE,11.27,2.18,0.17,0.32,61.01,12.41,8.92,0.0,1.36,0.82,14.4,82.9,2.5,0.2,12.96,2.63,56.59,9.29,0.43,17.49,0.44,0.09,15.1,73.9,4.3,6.1,0.2,0.3,50010.0,45315.0,91.6,49405.0,44244.0,90.8
496,izmir,SEFERİHİSAR,20.01,5.05,0.28,0.52,49.81,11.69,7.62,0.0,1.99,1.19,26.2,69.5,3.8,0.5,23.7,6.68,48.25,9.72,0.66,10.4,0.43,0.09,28.7,59.6,5.7,5.2,0.4,0.4,44719.0,39622.0,89.9,31956.0,27980.0,89.2
497,izmir,SELÇUK,22.72,7.09,0.21,0.44,42.34,12.7,9.58,0.0,1.82,1.27,31.2,64.0,4.3,0.5,23.26,6.28,44.41,13.68,0.6,11.24,0.31,0.17,28.2,54.4,9.2,7.7,0.3,0.3,30071.0,26727.0,90.6,28043.0,24808.0,90.3
498,izmir,TORBALI,30.67,5.92,0.41,1.2,33.38,10.6,12.17,0.0,2.37,1.3,38.5,55.9,5.1,0.5,33.64,6.97,32.79,11.07,0.84,14.16,0.22,0.25,39.3,42.0,7.1,10.9,0.5,0.2,152729.0,136130.0,90.7,123521.0,108140.0,89.6
499,izmir,URLA,15.66,3.15,0.36,0.43,57.44,13.41,4.96,0.0,1.6,1.05,19.9,76.6,3.1,0.4,18.78,3.92,55.46,10.97,0.51,9.7,0.48,0.09,21.6,69.3,5.5,3.0,0.2,0.4,59214.0,52850.0,90.4,49901.0,44116.0,89.8
500,izmir,ALİAĞA,24.33,8.44,0.42,1.59,35.41,10.57,8.29,4.72,3.19,1.32,34.1,58.8,6.7,0.4,27.96,10.38,35.02,11.3,1.09,13.78,0.26,0.17,35.7,49.2,7.5,6.7,0.7,0.2,74236.0,67119.0,91.7,64081.0,59222.0,93.9
501,izmir,BAYINDIR,31.61,8.49,0.37,1.36,33.9,9.28,7.41,2.2,1.56,1.18,42.7,52.2,4.1,0.9,37.38,6.54,35.16,11.08,0.58,8.59,0.38,0.25,42.6,42.1,8.0,6.7,0.3,0.4,31497.0,27634.0,90.3,31185.0,27106.0,89.7
502,izmir,BAYRAKLI,27.34,5.36,0.55,1.03,36.78,10.2,8.0,5.36,2.51,1.04,34.6,59.8,5.0,0.6,30.32,6.83,38.21,10.25,0.96,12.94,0.25,0.17,36.0,50.6,5.8,6.8,0.6,0.2,233097.0,208234.0,90.7,236227.0,207099.0,89.3
503,izmir,BERGAMA,32.3,7.38,0.55,1.3,35.12,12.52,2.49,2.69,1.93,1.56,41.5,52.3,5.2,1.0,36.51,8.69,37.71,11.68,0.87,3.93,0.31,0.26,43.0,45.0,9.0,2.2,0.6,0.3,83739.0,74932.0,91.7,80413.0,71415.0,91.2
504,izmir,BEYDAĞ,26.49,7.24,0.52,0.63,44.43,11.81,0.33,1.48,1.46,1.29,35.4,58.3,5.0,1.4,31.57,6.47,44.15,14.59,1.01,0.99,0.76,0.42,36.7,48.8,12.7,0.6,0.5,0.7,9875.0,8630.0,91.4,9972.0,8612.0,91.3
505,izmir,BORNOVA,24.89,4.67,0.5,0.94,38.99,12.15,6.61,5.4,2.74,1.24,31.4,62.7,5.5,0.5,28.39,6.38,41.82,11.72,0.79,10.37,0.29,0.15,33.4,54.1,6.3,5.6,0.4,0.2,340235.0,305912.0,91.1,324126.0,285610.0,89.5
506,izmir,ÇİĞLİ,20.0,4.76,0.37,0.68,44.32,10.96,5.64,7.71,2.78,1.08,25.8,68.6,5.1,0.5,23.7,6.49,44.13,11.03,0.69,13.51,0.26,0.1,28.6,60.7,6.1,4.0,0.4,0.2,165743.0,150056.0,91.5,145598.0,128695.0,89.8
507,izmir,DİKİLİ,16.83,5.04,0.28,0.53,49.59,11.26,6.04,6.32,1.25,1.15,23.3,73.4,2.9,0.5,18.82,4.86,53.41,10.91,0.55,10.75,0.49,0.15,22.4,65.7,6.8,4.3,0.3,0.5,40403.0,35679.0,89.8,37982.0,33847.0,90.8
508,izmir,FOÇA,16.88,5.63,0.28,0.72,47.43,10.94,5.16,6.78,3.31,1.3,24.1,69.7,5.9,0.3,22.5,8.31,47.69,11.39,0.57,8.9,0.46,0.13,29.4,59.4,6.7,3.7,0.3,0.4,27728.0,24299.0,88.8,24236.0,21335.0,89.4
509,izmir,KARŞIYAKA,12.52,2.73,0.23,0.38,55.8,11.94,3.78,8.6,1.78,0.92,16.3,80.2,3.2,0.3,14.96,3.59,58.65,11.37,0.52,10.33,0.41,0.08,17.7,73.9,4.8,2.9,0.3,0.4,280303.0,255012.0,91.7,274303.0,245792.0,90.5
510,izmir,KEMALPAŞA,34.97,10.12,0.8,2.48,30.95,8.85,3.52,2.85,2.61,1.13,48.3,45.5,5.7,0.5,39.83,11.1,32.0,9.96,1.62,5.07,0.24,0.14,49.3,39.7,7.0,2.7,1.0,0.2,86898.0,78325.0,91.9,77487.0,68254.0,90.2
511,izmir,KINIK,29.08,5.88,0.31,1.4,40.52,9.94,5.38,3.19,1.44,0.99,37.0,58.5,3.9,0.6,34.07,5.34,38.75,10.52,0.8,9.99,0.25,0.25,37.7,49.3,7.9,4.5,0.4,0.3,21576.0,19697.0,93.6,20770.0,18821.0,93.8
512,izmir,KİRAZ,38.84,10.99,0.68,0.71,29.2,7.94,0.39,4.02,1.58,1.34,52.3,41.4,4.9,1.4,43.99,8.0,32.64,11.78,1.04,1.24,0.71,0.56,49.9,37.5,10.8,0.6,0.5,0.7,33925.0,28897.0,88.8,33661.0,27868.0,87.5
513,izmir,MENEMEN,24.07,6.2,0.41,1.33,32.9,10.11,13.82,5.14,2.87,1.4,32.1,61.5,5.9,0.5,27.38,7.54,32.51,10.86,0.76,20.36,0.31,0.23,33.6,46.4,6.6,12.7,0.4,0.2,147757.0,130841.0,90.0,120496.0,105309.0,89.1
514,izmir,ÖDEMİŞ,34.08,6.44,1.0,0.65,36.4,10.24,1.4,2.46,2.05,1.25,43.5,50.5,5.1,0.9,38.62,6.93,38.49,11.89,0.81,2.62,0.33,0.28,43.7,45.8,8.4,1.3,0.5,0.3,104587.0,91132.0,89.5,103101.0,88973.0,89.1
515,izmir,TİRE,29.11,9.01,0.43,0.63,33.87,15.24,2.71,3.01,2.21,1.3,39.6,53.9,5.8,0.8,34.45,7.3,34.02,18.74,0.84,3.99,0.36,0.26,40.0,44.1,12.7,2.4,0.5,0.3,69165.0,60750.0,89.8,65553.0,56338.0,88.6
516,kahramanmaras,AFŞİN,46.28,21.06,1.28,2.85,16.06,7.75,0.84,0.0,1.71,0.46,70.4,23.3,5.9,0.4,48.65,25.75,9.97,11.16,1.13,2.89,0.22,0.24,71.6,15.9,10.6,0.9,0.7,0.2,53147.0,43283.0,83.2,54233.0,45236.0,85.7
517,kahramanmaras,ANDIRIN,46.2,17.13,0.64,1.51,19.37,10.63,0.11,0.0,1.35,0.78,66.2,29.0,4.2,0.7,51.05,15.85,17.42,12.57,1.52,0.62,0.55,0.42,65.2,21.4,11.7,0.2,1.1,0.4,25641.0,21983.0,88.5,25097.0,21631.0,88.9
518,kahramanmaras,ÇAĞLAYANCERİT,43.14,14.89,1.37,4.08,20.66,11.59,1.35,0.0,1.13,0.54,63.5,32.4,3.6,0.5,51.84,10.37,13.79,15.4,0.89,6.14,0.5,1.09,62.4,18.9,15.8,2.0,0.7,0.2,16395.0,13724.0,85.7,15915.0,13295.0,86.2
519,kahramanmaras,DULKADİROĞLU,54.09,15.75,1.61,7.04,11.56,4.28,0.98,0.0,1.69,0.82,79.9,14.9,4.8,0.4,68.7,14.62,6.08,6.41,1.25,2.58,0.17,0.18,82.8,9.6,5.2,1.2,1.0,0.1,142663.0,121229.0,86.7,140478.0,125589.0,91.2
520,kahramanmaras,EKİNÖZÜ,44.1,16.69,1.75,2.3,22.49,7.15,2.9,0.0,1.06,0.47,64.2,31.4,3.8,0.6,53.88,14.27,11.27,10.68,0.85,8.42,0.27,0.36,65.9,19.1,10.2,4.0,0.6,0.2,7492.0,6262.0,85.8,8304.0,7274.0,90.6
521,kahramanmaras,ELBİSTAN,42.83,14.26,2.19,3.69,23.91,7.48,1.77,0.0,2.05,0.64,62.9,29.6,7.2,0.3,46.42,18.81,13.89,12.71,1.64,6.19,0.17,0.16,63.2,21.2,12.4,1.9,1.1,0.1,87717.0,67766.0,78.8,95724.0,80713.0,86.3
522,kahramanmaras,GÖKSUN,40.75,25.41,2.62,2.49,14.61,9.87,0.31,0.0,1.74,0.5,71.6,22.6,5.4,0.5,53.72,21.61,9.95,10.51,1.88,1.68,0.35,0.3,73.4,15.0,9.9,0.4,1.2,0.1,35053.0,28287.0,83.1,36557.0,30966.0,87.4
523,kahramanmaras,NURHAK,21.59,8.8,1.11,3.59,54.89,3.59,2.86,0.0,1.74,0.47,34.4,59.9,5.2,0.4,26.26,11.07,44.29,6.13,1.62,10.04,0.43,0.16,36.5,51.5,8.0,2.5,1.3,0.3,8579.0,6357.0,76.5,9068.0,7263.0,83.2
524,kahramanmaras,ONİKİŞUBAT,49.17,15.63,1.62,7.23,12.8,8.29,0.23,0.0,1.9,0.87,74.5,18.8,6.3,0.4,64.28,16.23,5.42,10.82,1.69,1.1,0.15,0.3,79.7,10.3,8.3,0.3,1.3,0.1,281904.0,243724.0,87.8,262684.0,236601.0,91.6
525,kahramanmaras,PAZARCIK,36.18,13.51,0.85,2.58,30.64,4.43,8.32,0.0,1.26,0.35,53.6,43.0,3.1,0.3,40.32,11.9,25.09,4.95,0.47,16.81,0.21,0.25,51.8,37.2,4.6,5.8,0.3,0.2,47001.0,37074.0,80.8,45609.0,38375.0,86.8
526,kahramanmaras,TÜRKOĞLU,52.94,18.06,1.38,5.41,13.04,5.56,0.62,0.0,1.25,0.52,78.7,17.0,3.8,0.5,64.61,14.39,7.6,8.27,2.72,1.93,0.22,0.26,78.8,11.5,7.6,0.5,1.4,0.1,47946.0,41296.0,87.8,45008.0,39739.0,90.5
527,karabuk,EFLANİ,50.16,16.19,0.78,6.01,12.95,8.4,0.07,0.16,1.24,0.76,74.4,20.3,4.0,1.2,65.18,10.87,9.7,10.92,1.57,0.54,0.85,0.37,74.8,13.3,9.7,0.5,1.3,0.4,7278.0,5846.0,84.0,6967.0,5693.0,86.1
528,karabuk,ESKİPAZAR,37.27,40.46,0.39,3.69,10.17,4.69,0.13,0.13,0.81,0.51,73.2,19.8,6.1,0.9,60.16,17.1,7.87,11.42,2.16,0.41,0.57,0.31,75.2,13.0,9.4,0.3,1.8,0.3,10403.0,8907.0,88.6,9966.0,8355.0,87.9
529,karabuk,MERKEZ,36.29,15.99,0.46,11.67,19.56,10.21,0.41,0.3,2.33,0.99,60.0,30.7,8.7,0.6,55.22,14.44,14.56,12.64,1.66,1.03,0.28,0.16,67.2,22.2,8.6,0.5,1.3,0.3,93886.0,82596.0,89.8,91193.0,77738.0,87.7
530,karabuk,OVACIK,54.59,9.05,0.53,4.33,14.57,12.43,0.32,0.21,1.76,0.18,67.9,26.1,5.5,0.5,63.55,9.61,12.51,10.97,1.09,0.41,1.21,0.64,69.1,18.1,11.1,0.2,0.9,0.6,3347.0,2850.0,88.5,2991.0,2631.0,92.5
531,karabuk,SAFRANBOLU,36.16,12.28,0.44,5.78,26.59,11.85,0.57,0.51,2.45,1.5,52.9,38.3,8.1,0.6,49.29,12.39,22.23,12.6,1.75,1.26,0.28,0.2,60.0,28.2,9.6,0.5,1.4,0.2,50614.0,44996.0,90.8,47753.0,40994.0,88.1
532,karabuk,YENİCE,39.37,15.02,0.44,2.75,33.6,4.63,0.12,0.13,0.99,0.5,59.8,33.5,5.7,1.1,49.56,13.8,20.65,12.19,2.19,0.6,0.66,0.34,60.9,25.5,11.5,0.4,1.2,0.5,16521.0,13732.0,87.8,16630.0,13862.0,89.0
533,karaman,AYRANCI,41.28,14.3,1.98,2.11,23.54,10.08,0.11,0.22,2.9,0.65,58.5,34.0,6.8,0.8,49.58,13.51,22.14,12.49,0.91,0.51,0.58,0.27,60.4,25.7,12.7,0.4,0.7,0.1,6236.0,5377.0,88.6,6484.0,5488.0,87.9
534,karaman,BAŞYAYLA,50.07,21.53,1.47,1.69,7.38,12.78,0.09,0.14,1.51,0.46,74.2,18.7,6.2,0.9,54.28,28.02,5.55,9.62,1.22,0.22,0.74,0.35,77.2,7.2,13.9,0.4,1.0,0.4,2636.0,2197.0,86.5,2756.0,2281.0,86.5
535,karaman,ERMENEK,32.78,16.53,3.6,1.53,23.81,16.46,0.18,0.24,1.52,0.76,52.1,39.5,7.5,1.0,43.96,12.73,21.0,19.15,1.09,0.76,0.77,0.54,53.6,24.9,19.7,0.5,0.8,0.5,21225.0,17853.0,87.9,21208.0,17655.0,87.3
536,karaman,KAZIMKARABEKİR,52.07,16.49,0.97,3.1,14.47,8.66,0.1,0.24,1.53,0.59,68.9,22.9,7.7,0.6,62.77,14.37,11.65,9.42,0.86,0.56,0.22,0.15,72.4,14.2,12.0,0.3,1.0,0.2,3239.0,2899.0,91.2,3016.0,2648.0,91.0
537,karaman,MERKEZ,42.05,18.86,2.81,2.56,18.13,10.22,0.59,0.26,1.93,0.99,63.0,28.3,8.2,0.6,55.7,15.59,14.95,10.4,1.78,1.19,0.23,0.16,69.0,18.5,10.3,0.6,1.4,0.2,145841.0,129007.0,90.2,131427.0,117302.0,91.4
538,karaman,SARIVELİLER,31.84,15.26,1.19,1.86,28.19,14.99,0.14,0.64,1.6,0.83,49.2,44.4,5.5,0.9,41.68,12.18,25.55,17.11,0.72,1.18,0.88,0.7,50.5,29.6,18.1,0.7,0.6,0.5,8875.0,7243.0,86.3,8609.0,7025.0,86.1
539,kars,AKYAKA,24.02,20.3,0.93,0.95,28.27,17.85,3.92,0.0,0.0,0.78,42.2,47.7,9.8,0.3,43.98,10.99,27.03,12.36,0.44,4.54,0.29,0.37,51.3,35.1,11.0,2.2,0.2,0.3,7236.0,5425.0,77.3,7383.0,5429.0,75.7
540,kars,ARPAÇAY,23.76,22.77,1.29,0.94,18.68,19.02,10.52,0.0,0.0,0.57,45.8,46.7,7.1,0.3,41.88,10.43,19.86,14.71,0.51,11.83,0.39,0.4,51.6,28.0,10.4,9.3,0.3,0.3,11206.0,8596.0,78.5,12163.0,9257.0,78.6
541,kars,DİGOR,10.18,1.53,0.12,0.52,9.17,1.88,74.43,0.0,0.0,0.24,15.0,83.3,1.4,0.3,14.6,0.9,1.88,0.94,0.18,80.78,0.46,0.27,16.3,4.2,0.7,78.5,0.2,0.1,13087.0,9460.0,74.9,13731.0,10890.0,82.0
542,kars,KAĞIZMAN,29.8,5.68,0.28,2.84,6.55,14.88,37.54,0.0,0.0,0.49,45.2,50.1,4.1,0.5,43.53,6.34,3.94,3.3,0.52,41.77,0.29,0.31,48.8,7.5,3.3,39.9,0.4,0.2,29354.0,21348.0,75.3,28383.0,22120.0,80.7
543,kars,MERKEZ,20.0,10.05,0.67,1.58,19.77,20.61,24.91,0.0,0.0,0.6,33.4,59.1,7.0,0.5,31.39,7.13,20.37,10.68,0.69,29.22,0.24,0.28,37.6,33.4,7.0,21.4,0.5,0.2,78150.0,63769.0,83.4,71904.0,57379.0,82.0
544,kars,SARIKAMIŞ,41.82,10.3,0.74,3.2,11.72,7.19,22.43,0.0,0.0,0.49,58.7,36.7,4.1,0.5,50.69,10.64,8.21,4.46,1.04,24.51,0.23,0.22,62.0,12.2,4.5,20.3,0.9,0.2,24860.0,17963.0,75.3,25957.0,20074.0,80.2
545,kars,SELİM,33.95,7.82,0.44,3.7,17.08,7.13,27.0,0.0,0.0,0.4,49.2,47.0,3.4,0.4,50.92,5.3,12.23,3.56,1.22,26.02,0.38,0.36,57.2,16.9,3.7,21.1,0.8,0.2,14685.0,11428.0,80.5,15194.0,12200.0,83.7
546,kars,SUSUZ,22.19,5.2,0.46,0.7,22.9,12.24,32.34,0.0,0.0,0.56,32.1,64.0,3.5,0.4,30.61,6.49,19.53,6.0,0.44,36.33,0.28,0.33,35.5,30.5,4.6,28.9,0.2,0.1,6618.0,5126.0,79.8,7061.0,5706.0,83.2
547,kastamonu,ABANA,48.36,12.14,0.68,1.68,28.08,5.23,0.07,0.0,1.16,1.13,62.2,33.1,4.1,0.6,55.31,10.29,25.29,7.1,0.93,0.82,0.14,0.11,63.6,29.5,5.8,0.2,0.7,0.2,3455.0,2924.0,86.6,3293.0,2753.0,86.9
548,kastamonu,AĞLI,51.19,21.29,0.51,2.74,13.85,5.39,0.14,0.0,1.35,0.7,75.3,17.2,6.9,0.6,56.01,23.15,9.01,9.76,0.91,0.4,0.35,0.4,75.9,12.8,9.7,0.5,0.8,0.4,2554.0,2165.0,87.0,2395.0,1975.0,86.4
549,kastamonu,ARAÇ,47.75,11.81,4.53,2.95,20.26,7.9,0.15,0.0,1.16,0.86,67.6,26.3,5.1,1.0,59.17,11.6,17.91,9.14,1.02,0.27,0.52,0.36,68.9,20.8,9.0,0.2,0.7,0.4,14930.0,12725.0,88.2,15078.0,12750.0,88.1
550,kastamonu,AZDAVAY,39.54,11.62,0.84,2.04,31.19,9.44,0.12,0.0,1.06,0.55,56.6,36.7,5.2,1.5,45.85,12.65,25.99,12.29,1.02,0.6,0.86,0.72,55.4,29.6,13.5,0.4,0.6,0.4,6137.0,4938.0,83.7,6112.0,4957.0,85.1
551,kastamonu,BOZKURT,56.52,12.74,0.82,2.11,16.59,6.41,0.13,0.0,1.73,0.7,73.1,21.4,5.0,0.5,63.21,16.53,8.65,8.86,1.54,0.39,0.59,0.21,76.6,12.6,8.9,0.1,1.5,0.4,7616.0,6346.0,85.5,7879.0,6569.0,87.0
552,kastamonu,CİDE,50.72,11.86,0.72,1.8,19.64,9.71,0.4,0.0,1.23,0.87,66.9,28.3,3.7,1.1,58.92,10.61,18.9,8.51,0.88,0.92,0.74,0.51,67.1,22.3,8.9,0.7,0.7,0.4,18600.0,15059.0,84.4,18047.0,14159.0,82.3
553,kastamonu,ÇATALZEYTİN,50.93,18.14,0.7,1.41,16.46,8.21,0.11,0.0,1.28,0.5,72.8,22.8,3.9,0.6,63.46,11.34,14.42,7.24,1.67,0.86,0.59,0.42,73.8,18.3,6.1,0.4,1.1,0.3,5776.0,4657.0,83.0,5530.0,4537.0,86.0
554,kastamonu,DADAY,41.83,14.42,0.49,1.48,29.53,7.45,0.12,0.0,1.2,1.16,59.1,34.4,5.4,1.1,42.92,19.36,24.76,10.11,1.22,0.56,0.54,0.52,57.8,30.4,10.2,0.3,0.9,0.4,6931.0,5987.0,89.0,7041.0,5895.0,87.0
555,kastamonu,DEVREKANİ,48.67,20.13,0.79,1.82,15.21,8.08,0.12,0.0,1.51,0.74,72.8,20.5,5.7,0.9,56.85,19.59,11.06,10.35,0.87,0.36,0.58,0.35,72.9,14.2,11.5,0.3,0.7,0.4,10126.0,8701.0,87.9,9896.0,8414.0,88.6
556,kastamonu,DOĞANYURT,53.87,18.04,1.44,3.52,11.88,4.84,0.12,0.0,1.55,0.62,79.5,13.7,5.5,1.3,64.28,18.31,7.76,6.13,1.01,0.76,0.9,0.84,81.0,11.4,6.4,0.4,0.6,0.3,4534.0,3431.0,80.0,4635.0,3530.0,81.2
557,kastamonu,HANÖNÜ,44.88,13.53,0.95,2.62,25.06,7.21,0.14,0.0,1.6,0.51,63.2,29.1,6.1,1.6,49.13,15.5,23.9,8.37,0.64,0.57,1.32,0.57,62.0,26.4,9.8,0.5,0.5,0.8,3550.0,2978.0,87.4,3305.0,2757.0,88.1
558,kastamonu,İHSANGAZİ,53.96,18.94,0.94,2.14,12.12,5.99,0.13,0.0,1.69,0.8,77.7,15.4,5.8,1.0,60.87,21.38,7.96,7.79,0.57,0.44,0.57,0.41,78.5,11.5,9.1,0.2,0.6,0.2,4346.0,3779.0,90.0,4273.0,3636.0,88.5
559,kastamonu,İNEBOLU,53.11,11.82,1.1,2.54,20.76,5.59,0.15,0.0,1.59,0.85,70.2,23.2,5.8,0.7,63.33,12.89,11.94,9.26,1.05,0.56,0.6,0.35,73.6,16.3,8.5,0.4,0.8,0.4,15988.0,13381.0,86.9,15896.0,13192.0,87.2
560,kastamonu,KÜRE,41.96,20.09,0.77,6.94,20.11,5.52,0.11,0.0,1.28,0.85,67.8,24.3,6.7,1.2,56.02,18.64,14.0,8.85,0.8,0.48,0.94,0.27,70.6,18.8,9.1,0.4,0.3,0.7,4333.0,3532.0,85.0,4494.0,3693.0,86.7
561,kastamonu,MERKEZ,40.22,15.83,0.63,2.25,27.47,8.65,0.3,0.0,2.3,0.79,58.3,31.6,9.5,0.6,43.68,25.44,18.46,10.19,0.93,0.88,0.25,0.17,64.1,23.8,10.7,0.4,0.8,0.2,111460.0,98084.0,90.1,102847.0,88100.0,88.2
562,kastamonu,PINARBAŞI,46.48,15.44,0.64,2.17,19.31,11.49,0.13,0.0,0.99,0.43,65.7,29.6,3.8,0.9,58.49,10.53,17.09,9.84,1.81,0.67,0.96,0.61,67.5,20.1,10.1,0.5,1.3,0.5,5161.0,3963.0,80.4,4766.0,3726.0,82.7
563,kastamonu,SEYDİLER,43.44,23.68,0.71,2.11,19.6,6.06,0.06,0.0,1.3,0.75,70.4,23.0,6.0,0.5,56.02,17.21,14.24,10.82,0.75,0.39,0.29,0.29,70.0,17.1,11.7,0.4,0.6,0.3,3576.0,3103.0,88.7,3195.0,2803.0,89.9
564,kastamonu,ŞENPAZAR,54.54,11.9,0.68,3.31,16.64,6.09,0.11,0.0,1.32,0.93,71.2,22.7,4.8,1.3,65.89,10.91,12.38,7.47,0.58,0.99,1.16,0.61,75.0,16.1,7.5,0.4,0.7,0.3,3638.0,2835.0,82.4,3859.0,2907.0,79.9
565,kastamonu,TAŞKÖPRÜ,49.13,15.56,0.83,2.4,19.17,8.26,0.12,0.0,1.73,0.87,67.6,24.9,6.8,0.8,51.32,21.21,14.31,11.65,0.61,0.27,0.35,0.28,68.1,18.5,12.4,0.2,0.5,0.2,30851.0,26382.0,87.9,30579.0,25578.0,86.6
566,kastamonu,TOSYA,46.44,14.38,1.43,18.54,10.08,5.15,0.19,0.0,1.46,0.54,77.3,15.7,6.5,0.6,59.62,25.15,6.44,6.77,1.02,0.37,0.37,0.27,81.8,9.8,6.9,0.2,0.9,0.3,32066.0,27991.0,89.9,32513.0,28046.0,89.6
567,kayseri,AKKIŞLA,33.45,16.51,1.51,2.1,28.14,14.11,0.18,0.15,2.15,0.33,52.9,39.6,6.8,0.8,42.87,15.72,20.59,17.46,1.03,0.93,0.86,0.47,56.4,24.1,18.0,0.3,1.0,0.3,4811.0,3939.0,85.3,5063.0,4080.0,85.6
568,kayseri,BÜNYAN,35.43,30.62,1.05,3.05,14.04,11.29,0.47,0.17,2.09,0.63,66.9,25.4,7.1,0.6,44.75,27.83,10.7,12.16,1.88,2.29,0.18,0.19,69.0,17.2,11.9,0.5,1.1,0.2,20002.0,17542.0,89.3,19362.0,18033.0,95.9
569,kayseri,DEVELİ,42.48,28.04,3.33,2.41,11.99,7.54,0.26,0.23,2.27,0.57,73.5,19.9,6.3,0.4,54.39,26.18,8.29,8.84,1.45,0.5,0.12,0.18,77.9,12.1,8.5,0.2,1.1,0.1,49501.0,43503.0,89.7,46331.0,40562.0,90.0
570,kayseri,FELAHİYE,34.51,26.23,0.69,2.03,22.09,10.77,0.06,0.14,1.62,0.32,61.5,32.7,5.5,0.3,43.6,22.13,19.7,12.11,1.49,0.44,0.25,0.19,63.4,22.6,12.6,0.2,1.0,0.2,4530.0,3466.0,78.4,4619.0,3613.0,81.7
571,kayseri,HACILAR,56.69,16.8,1.3,4.18,9.98,6.42,0.11,0.32,2.74,0.7,78.2,15.2,6.2,0.3,68.81,16.84,6.12,6.3,1.17,0.41,0.13,0.19,84.7,9.2,5.1,0.1,0.8,0.1,9545.0,8947.0,95.4,8904.0,8257.0,95.2
572,kayseri,İNCESU,44.56,19.05,1.39,4.78,12.77,8.48,3.58,0.36,2.51,0.81,68.3,24.2,7.1,0.5,53.0,20.39,9.78,10.07,2.03,4.11,0.27,0.32,71.3,15.1,8.8,3.3,1.3,0.1,21289.0,19184.0,92.4,18028.0,15953.0,91.7
573,kayseri,KOCASİNAN,40.96,17.78,2.03,3.85,17.25,10.17,1.22,0.41,3.44,0.96,62.5,27.9,9.2,0.4,51.15,21.22,12.54,10.76,1.67,2.19,0.14,0.21,70.1,18.9,8.6,1.1,1.1,0.1,290446.0,259999.0,91.1,271577.0,241156.0,90.9
574,kayseri,MELİKGAZİ,41.92,18.15,1.9,3.81,16.82,9.8,0.78,0.39,3.51,0.96,63.7,26.7,9.3,0.3,52.14,21.33,11.64,10.88,1.86,1.79,0.13,0.15,71.4,18.0,8.5,0.8,1.2,0.1,415349.0,375718.0,91.8,380506.0,340522.0,91.3
575,kayseri,ÖZVATAN,33.57,36.22,0.87,2.86,13.98,9.16,0.07,0.14,1.41,0.54,70.5,22.3,6.7,0.5,45.4,30.2,12.51,9.78,1.23,0.48,0.14,0.24,71.6,16.7,10.2,0.2,1.0,0.3,3276.0,2771.0,86.7,3382.0,2904.0,89.7
576,kayseri,PINARBAŞI,23.88,23.12,4.25,2.4,16.49,13.1,0.55,0.43,2.08,0.62,57.0,33.9,8.5,0.6,35.89,21.75,13.58,24.85,1.01,2.36,0.23,0.29,59.6,24.5,14.3,0.8,0.8,0.2,16981.0,14209.0,85.6,17042.0,14111.0,85.3
577,kayseri,SARIOĞLAN,34.26,27.59,2.04,2.78,22.31,7.17,0.3,0.29,1.45,0.55,64.5,29.2,5.8,0.5,44.6,23.26,18.66,9.17,1.48,2.25,0.23,0.32,66.1,23.4,9.1,0.3,0.8,0.2,10587.0,8941.0,86.4,10853.0,9264.0,88.4
578,kayseri,SARIZ,19.29,29.51,7.46,1.26,23.37,15.01,1.43,0.26,1.52,0.35,54.1,39.6,5.9,0.4,30.28,25.59,17.25,14.17,1.06,11.12,0.3,0.22,52.5,30.6,14.3,2.0,0.5,0.1,7981.0,6572.0,84.1,7845.0,6369.0,84.1
